"","X","p25","sex","age1","y1v12","y1v19","y1v38","y1v55","y1v102","y1v117","y1v152","y1v168","y1v169","y1v170","y1v171","y1v179","y1v180","y1v190","y1v198","y1v210","usroriginalnonemissing","nysid","LgMarijFreq","DmgSchlPropPrev","MotorTheftPrev","TheftOver50Prev","CarriedWeaponPrev","AttackPrev","CheatingPrev","LoudUnrulyPrev","SoldHardDrgsPrev","AvoidPayingPrev","Stolen5to50Prev","SkipPrev","VarietyScore","ObscenePhonePrev","VarietyScore2","LnVarietyScore2","ethn3"
"151",321,1,1,13,2,5,2,1,1,1,4,5,1,5,4,4,3,1,4,3,"Urban",628402,0,1,1,0,0,0,0,1,0,0,0,0,3,0,3,1.386294361,1
"152",328,1,1,13,3,4,1,3,2,2,3,4,2,4,4,3,2,3,3,2,"Rural",130703,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"153",329,1,1,13,3,4,1,3,3,1,5,5,4,5,5,4,4,3,4,1,"Urban",584502,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"154",330,1,1,13,3,5,1,5,2,2,5,5,3,5,5,4,4,3,4,1,"Suburban",523502,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,3
"155",331,1,1,13,3,5,1,5,2,2,5,5,4,4,4,3,2,3,4,1,"Suburban",179403,0,1,1,0,1,0,1,1,0,0,0,1,6,1,7,2.079441542,2
"156",333,1,1,13,3,3,2,1,2,4,4,4,4,4,4,2,4,1,3,3,"Suburban",178602,0,1,1,1,1,1,1,1,0,0,0,1,8,1,9,2.302585093,1
"157",335,1,1,13,3,2,2,3,1,4,5,5,2,4,4,3,3,1,4,1,"Suburban",421502,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,2
"158",336,1,1,13,3,4,2,3,2,2,4,5,3,5,5,4,4,2,4,1,"Suburban",410003,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"159",337,1,1,13,3,4,2,3,4,2,5,4,3,4,3,3,3,2,4,1,"Suburban",51602,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,3
"160",338,1,1,13,3,3,2,5,2,2,4,3,4,3,4,2,3,1,3,3,"Suburban",343302,0,0,1,0,0,0,1,1,0,1,0,0,4,0,4,1.609437912,1
"161",339,1,1,13,3,5,2,5,2,2,4,5,2,4,5,1,4,1,4,1,"Rural",74003,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,3
"162",341,1,1,13,4,4,1,1,2,2,4,5,2,4,5,2,2,2,4,2,"Suburban",163802,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"163",342,1,1,13,4,5,1,1,2,2,4,5,2,4,5,2,4,1,4,1,"Rural",419605,0,1,1,1,0,0,0,0,0,1,0,0,4,0,4,1.609437912,2
"164",343,1,1,13,4,4,1,1,2,2,5,5,3,5,5,1,2,3,4,1,"Urban",608502,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"165",345,1,1,13,4,4,1,1,4,2,4,4,2,4,4,4,3,3,4,1,"Suburban",157303,0,1,1,0,0,0,1,1,0,1,1,1,7,0,7,2.079441542,1
"166",346,1,1,13,4,4,1,1,4,2,4,4,3,4,4,4,3,2,4,2,"Suburban",159602,0,0,1,0,0,0,1,0,0,0,0,0,2,1,3,1.386294361,1
"167",347,1,1,13,4,3,1,1,4,2,4,4,4,5,4,2,3,3,4,1,"Suburban",311703,0,1,1,0,0,0,1,0,0,1,0,1,5,0,5,1.791759469,1
"168",350,1,1,13,4,5,1,3,3,1,5,4,4,4,4,4,3,3,4,2,"Suburban",299302,0,0,1,0,1,0,0,1,0,0,0,0,3,1,4,1.609437912,1
"169",351,1,1,13,4,5,1,3,3,2,4,3,3,4,4,4,3,2,4,1,"Suburban",497202,0,0,1,0,0,0,1,1,0,0,0,0,3,1,4,1.609437912,1
"170",352,1,1,13,4,5,1,3,3,4,4,2,5,2,1,2,4,3,4,2,"Rural",227102,3.135494216,1,1,0,1,0,1,1,0,1,0,1,7,0,7,2.079441542,1
"171",353,1,1,13,4,5,1,3,4,1,5,4,1,4,5,2,3,2,4,1,"Rural",420603,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,2
"172",354,1,1,13,4,4,1,3,4,2,5,5,3,5,5,3,4,1,4,2,"Rural",475402,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1
"173",355,1,1,13,4,3,1,3,4,3,5,4,4,4,3,4,2,3,4,2,"Suburban",762402,0,0,1,0,0,0,1,0,0,1,0,1,4,0,4,1.609437912,1
"174",356,1,1,13,4,4,1,5,2,2,4,4,4,4,4,4,4,1,3,3,"Suburban",615202,0,0,1,0,1,0,1,1,0,1,0,1,6,1,7,2.079441542,1
"175",358,1,1,13,4,3,2,1,1,3,5,5,2,4,5,4,4,3,4,1,"Suburban",229303,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"176",359,1,1,13,4,4,2,1,2,2,4,4,2,4,4,3,2,1,3,1,"Suburban",488403,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,3
"177",360,1,1,13,4,4,2,1,2,2,5,4,2,5,5,3,4,3,4,1,"Urban",607402,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"178",361,1,1,13,4,4,2,1,4,2,4,4,2,4,4,4,4,2,4,1,"Suburban",216003,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1
"179",363,1,1,13,4,3,2,1,4,3,5,4,4,5,5,4,3,1,4,2,"Suburban",318303,0,0,1,0,0,1,1,1,0,1,0,0,5,0,5,1.791759469,1
"180",364,1,1,13,4,3,2,1,4,4,4,4,5,4,4,4,3,1,4,2,"Suburban",111403,0,1,1,0,0,0,1,1,0,1,0,0,5,0,5,1.791759469,1
"181",365,1,1,13,4,2,2,3,2,2,4,4,2,4,5,4,3,3,4,1,"Urban",728502,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"182",366,1,1,13,4,4,2,3,2,2,5,3,4,3,3,2,4,2,4,2,"Urban",570403,0,1,1,0,0,0,1,1,0,0,1,1,6,0,6,1.945910149,1
"183",367,1,1,13,4,4,2,3,2,2,5,4,2,4,5,4,4,2,4,1,"Rural",233102,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"184",368,1,1,13,4,4,2,3,2,2,5,5,2,5,5,2,4,2,4,2,"Urban",621603,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1
"185",369,1,1,13,4,4,2,3,3,2,5,5,2,5,5,4,4,3,4,1,"Suburban",31205,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1
"186",370,1,1,13,4,3,2,3,4,2,4,2,4,2,2,3,4,2,3,3,"Suburban",26002,0,1,1,0,0,0,1,0,0,1,0,1,5,1,6,1.945910149,1
"187",371,1,1,13,4,4,2,3,4,2,4,4,3,4,4,3,3,2,4,1,"Suburban",343403,1.098612289,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"188",372,1,1,13,4,2,2,3,4,2,4,4,3,4,4,3,4,2,3,1,"Rural",385902,1.098612289,1,1,0,1,0,1,1,0,1,1,1,8,1,9,2.302585093,1
"189",373,1,1,13,4,5,2,3,4,2,5,4,3,4,3,3,2,3,4,1,"Rural",428703,0,0,1,0,0,0,1,1,0,1,0,0,4,1,5,1.791759469,1
"190",375,1,1,13,4,4,2,3,4,3,4,4,3,4,4,4,3,3,4,2,"Urban",598102,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1
"191",377,1,1,13,5,5,1,1,1,1,5,5,2,5,5,4,4,3,4,1,"Urban",725002,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1
"192",378,1,1,13,5,5,1,1,2,2,5,5,2,5,4,4,4,3,4,1,"Rural",200903,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"193",379,1,1,13,5,3,1,1,2,2,5,5,3,5,5,4,4,2,4,2,"Suburban",417102,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"194",380,1,1,13,5,5,1,1,2,4,4,4,4,4,4,3,3,2,3,1,"Suburban",417503,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"195",381,1,1,13,5,5,1,1,2,4,5,4,3,4,4,4,2,1,3,1,"Suburban",617702,0,1,1,0,0,0,0,0,0,1,0,0,3,0,3,1.386294361,1
"196",382,1,1,13,5,3,1,1,2,4,5,5,4,5,2,1,2,2,4,1,"Rural",397106,0,1,1,1,1,1,0,1,0,1,1,1,9,1,10,2.397895273,1
"197",383,1,1,13,5,4,1,1,3,2,4,4,4,5,4,3,4,3,4,2,"Suburban",290103,0,1,1,0,0,0,0,1,0,1,1,0,5,0,5,1.791759469,1
"198",384,1,1,13,5,5,1,3,1,1,5,5,1,5,5,3,3,1,4,1,"Suburban",153102,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"199",385,1,1,13,5,5,1,3,1,1,5,5,1,5,5,4,4,3,4,1,"Suburban",134002,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"200",386,1,1,13,5,5,1,3,2,1,5,4,4,4,4,4,4,3,4,2,"Suburban",418102,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1
"201",388,1,1,13,5,5,1,5,2,2,4,4,4,4,4,1,4,3,4,1,"Rural",56502,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1.098612289,1
"202",389,1,1,13,5,5,1,5,2,2,5,4,2,4,4,1,3,2,3,1,"Rural",21702,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1
"203",391,1,1,13,5,4,1,5,3,1,4,5,2,5,4,4,3,2,4,1,"Urban",705202,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,1.386294361,1
"204",393,1,1,13,5,4,1,5,3,2,4,4,2,4,4,2,3,2,4,1,"Suburban",409903,0,1,1,0,0,0,1,0,0,0,0,0,3,1,4,1.609437912,1
"205",395,1,1,13,5,4,2,1,1,1,4,5,4,4,5,3,2,2,3,2,"Rural",130502,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"206",396,1,1,13,5,5,2,1,2,2,4,5,1,5,5,1,3,1,4,1,"Urban",581203,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"207",398,1,1,13,5,4,2,1,4,4,4,4,2,4,4,4,4,3,3,2,"Suburban",609502,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"208",400,1,1,13,5,4,2,3,1,1,5,5,1,5,5,4,3,1,4,1,"Suburban",548003,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"209",402,1,1,13,5,4,2,3,1,3,5,5,2,5,5,4,4,2,4,2,"Urban",645902,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1
"210",403,1,1,13,5,4,2,3,2,1,5,5,2,5,5,4,3,2,4,1,"Urban",566103,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"211",404,1,1,13,5,5,2,3,2,2,4,4,4,4,4,3,2,2,4,1,"Urban",675002,0,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1
"212",405,1,1,13,5,5,2,3,2,2,5,4,2,4,4,3,4,1,3,1,"Urban",728003,0,0,1,0,1,0,0,0,0,0,0,1,3,0,3,1.386294361,1
"213",406,1,1,13,5,4,2,3,3,2,4,4,2,5,5,4,4,3,4,2,"Suburban",548403,0,0,1,0,0,0,1,0,0,0,0,0,2,1,3,1.386294361,1
"214",410,1,1,13,5,4,2,3,5,3,4,3,4,3,3,3,3,3,3,1,"Urban",583802,1.945910149,0,1,0,0,0,1,0,0,1,1,1,5,1,6,1.945910149,1
"215",411,1,1,13,5,5,2,3,5,3,5,5,1,5,5,4,4,3,4,1,"Suburban",157102,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"216",412,1,1,13,5,5,2,5,1,1,5,5,2,5,5,4,3,3,4,1,"Suburban",131803,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,3
"217",413,1,1,13,5,5,2,5,2,2,4,4,2,4,4,4,4,2,4,1,"Urban",749403,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,2
"218",414,1,1,13,5,2,2,5,2,2,4,5,3,5,5,4,4,3,4,1,"Suburban",271202,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,1.386294361,2
"219",415,1,1,13,5,5,2,5,2,2,4,5,4,4,4,4,2,3,4,1,"Rural",252502,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,1.098612289,2
"220",416,1,1,13,5,3,2,5,3,3,5,4,3,3,4,2,3,3,4,1,"Urban",769702,1.945910149,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1
"221",417,1,1,13,5,5,2,5,4,1,5,5,2,5,5,4,4,2,4,1,"Suburban",616702,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1
"222",419,1,1,13,5,5,2,5,4,2,5,4,4,4,4,3,3,2,4,3,"Rural",529103,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1
"223",420,1,1,13,5,2,2,5,4,2,5,5,4,4,4,4,4,1,4,1,"Suburban",379302,0,0,1,0,1,0,1,1,0,1,0,1,6,0,6,1.945910149,1
"224",421,1,1,13,5,5,2,5,4,3,5,5,5,5,5,4,4,3,4,1,"Suburban",421102,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,2
"225",422,1,1,13,5,5,2,5,5,3,3,3,4,3,3,3,1,3,4,1,"Urban",739202,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2
"226",443,1,1,14,1,2,1,1,2,2,4,4,3,5,4,4,3,1,4,1,"Suburban",523503,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,3
"227",444,1,1,14,1,4,2,5,2,2,5,4,3,3,4,1,2,2,3,1,"Rural",80704,0,1,1,0,0,0,1,1,0,1,0,1,6,1,7,2.079441542,2
"228",445,1,1,14,2,2,1,1,2,2,4,3,3,4,4,4,2,3,3,1,"Suburban",539802,0,1,1,0,0,0,0,0,0,1,0,0,3,0,3,1.386294361,1
"229",447,1,1,14,2,3,1,1,2,2,4,5,1,5,5,1,2,3,4,1,"Urban",637802,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,1.098612289,1
"230",448,1,1,14,2,5,1,1,4,1,4,4,2,4,4,3,3,1,4,1,"Rural",244302,0,0,1,0,0,1,1,1,0,0,0,0,4,0,4,1.609437912,2
"231",450,1,1,14,2,5,1,3,2,2,1,4,1,2,4,3,2,3,4,1,"Urban",733104,0,0,1,0,1,0,0,0,0,1,0,1,4,0,4,1.609437912,2
"232",452,1,1,14,2,4,2,1,2,2,5,5,2,5,5,4,4,3,4,1,"Suburban",306903,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1
"233",453,1,1,14,2,5,2,3,2,1,4,5,2,5,4,4,2,2,4,1,"Urban",667903,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"234",456,1,1,14,2,3,2,3,5,3,5,4,5,2,2,4,3,3,4,3,"Suburban",422202,2.564949357,1,1,0,0,0,1,1,0,1,1,0,6,0,6,1.945910149,2
"235",457,1,1,14,3,3,1,1,1,2,5,4,2,4,4,4,4,3,4,1,"Rural",520702,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"236",460,1,1,14,3,3,1,1,4,2,4,3,3,3,4,4,4,1,4,1,"Urban",673602,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"237",464,1,1,14,3,5,1,3,2,1,5,5,2,5,4,4,2,1,4,1,"Urban",570903,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"238",465,1,1,14,3,3,1,3,2,3,5,3,3,4,3,3,4,2,4,1,"Suburban",787702,0,0,1,0,0,1,0,0,0,0,0,1,3,0,3,1.386294361,1
"239",466,1,1,14,3,5,1,3,2,3,5,4,3,3,3,4,4,3,4,1,"Urban",749402,0,0,1,0,0,1,1,0,0,1,0,0,4,0,4,1.609437912,2
"240",467,1,1,14,3,5,1,3,3,2,4,5,3,4,4,4,4,2,4,1,"Suburban",114302,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"241",470,1,1,14,3,4,1,3,4,3,4,4,4,3,3,4,3,1,4,2,"Suburban",718703,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,2
"242",471,1,1,14,3,2,1,5,4,3,4,2,4,2,2,3,4,1,1,1,"Rural",385403,4.787491743,0,1,1,0,1,1,1,1,1,1,1,9,0,9,2.302585093,1
"243",472,1,1,14,3,4,2,1,2,1,5,5,2,5,5,4,3,2,4,1,"Suburban",401702,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"244",473,1,1,14,3,5,2,1,2,2,4,5,3,5,5,3,3,2,3,1,"Suburban",146504,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"245",475,1,1,14,3,2,2,1,3,3,4,3,3,3,3,4,3,2,4,2,"Suburban",177703,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"246",476,1,1,14,3,4,2,1,4,2,4,4,4,2,2,3,3,1,3,1,"Rural",252602,3.135494216,0,1,0,0,1,1,0,0,1,0,1,5,0,5,1.791759469,2
"247",477,1,1,14,3,4,2,1,4,2,4,5,3,4,4,3,3,2,4,1,"Urban",565802,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1
"248",478,1,1,14,3,5,2,1,4,2,5,5,3,5,5,4,4,1,4,1,"Urban",788602,0,0,1,0,0,0,0,1,0,1,0,0,3,0,3,1.386294361,1
"249",479,1,1,14,3,5,2,3,2,2,5,3,3,4,5,2,4,1,4,1,"Urban",731302,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,1.098612289,2
"250",480,1,1,14,3,4,2,3,2,2,5,5,3,5,5,4,3,3,4,1,"Rural",474202,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"251",481,1,1,14,3,4,2,3,4,2,3,2,3,2,2,2,3,3,2,3,"Urban",638003,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1
"252",482,1,1,14,3,4,2,3,4,2,4,4,2,2,4,3,3,2,3,1,"Suburban",216704,3.135494216,1,1,0,0,0,0,1,0,1,0,1,5,0,5,1.791759469,1
"253",483,1,1,14,3,4,2,3,4,2,4,4,3,4,4,2,3,3,3,2,"Suburban",158802,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"254",484,1,1,14,3,5,2,3,4,2,4,4,3,4,4,3,3,2,4,1,"Suburban",415302,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"255",486,1,1,14,3,3,2,3,4,3,4,4,2,5,4,2,3,2,4,2,"Urban",635903,0,1,1,0,0,0,1,1,0,0,1,0,5,1,6,1.945910149,1
"256",487,1,1,14,3,5,2,5,2,1,5,4,4,4,3,2,4,1,4,1,"Suburban",487902,0,0,1,0,0,0,1,0,0,1,0,1,4,1,5,1.791759469,1
"257",489,1,1,14,3,2,2,5,4,4,5,4,2,4,4,4,4,3,4,3,"Urban",789803,0,1,1,0,1,0,1,1,0,0,0,1,6,0,6,1.945910149,1
"258",491,1,1,14,4,4,1,1,1,2,5,5,2,4,4,4,4,2,4,1,"Suburban",263102,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"259",492,1,1,14,4,4,1,1,2,2,5,5,4,5,4,4,4,2,4,1,"Urban",573503,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"260",493,1,1,14,4,5,1,1,2,4,4,4,4,4,4,4,4,2,4,2,"Suburban",719102,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2
"261",494,1,1,14,4,3,1,1,4,2,4,4,2,2,4,2,3,3,4,1,"Urban",530602,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1
"262",497,1,1,14,4,4,1,3,1,1,5,5,1,5,5,1,2,3,4,1,"Urban",627302,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"263",499,1,1,14,4,4,1,3,2,2,4,4,3,4,4,4,3,3,3,1,"Suburban",290102,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1
"264",501,1,1,14,4,4,1,3,2,2,5,5,2,5,5,4,4,2,4,1,"Suburban",155403,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"265",502,1,1,14,4,4,1,3,2,3,5,2,4,1,3,4,4,2,4,3,"Rural",305002,5.774551546,1,1,1,1,1,1,1,0,0,1,1,9,1,10,2.397895273,1
"266",503,1,1,14,4,4,1,3,3,2,5,4,3,4,4,4,4,2,4,1,"Suburban",247703,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"267",504,1,1,14,4,3,1,3,3,2,5,5,1,5,5,2,3,2,4,1,"Rural",306002,0,1,1,0,1,1,1,1,0,1,0,0,7,0,7,2.079441542,1
"268",505,1,1,14,4,4,1,3,4,2,4,5,3,5,5,4,2,2,4,1,"Suburban",209602,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"269",509,1,1,14,4,4,2,1,1,1,5,5,1,5,5,3,3,1,4,1,"Suburban",109902,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"270",512,1,1,14,4,3,2,1,4,1,5,5,3,5,5,4,4,2,4,3,"Urban",566102,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1
"271",513,1,1,14,4,5,2,1,4,1,5,5,4,5,5,3,3,3,4,1,"Rural",287804,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1
"272",515,1,1,14,4,5,2,3,2,1,5,5,2,5,5,3,3,3,4,1,"Urban",593202,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"273",517,1,1,14,4,4,2,3,2,4,5,5,1,5,5,4,4,2,4,1,"Suburban",400703,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"274",518,1,1,14,4,5,2,3,4,1,5,4,3,4,5,4,4,2,4,1,"Urban",562402,1.098612289,0,1,0,0,0,0,1,0,1,0,0,3,0,3,1.386294361,1
"275",519,1,1,14,4,2,2,3,4,3,4,4,4,3,4,2,3,2,4,2,"Suburban",93202,4.762173935,1,1,0,0,0,1,1,0,1,0,1,6,1,7,2.079441542,1
"276",520,1,1,14,4,5,2,5,1,2,5,5,2,4,4,4,3,3,4,1,"Rural",200702,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"277",522,1,1,14,4,1,2,5,4,2,2,4,4,4,4,3,3,2,4,1,"Suburban",536302,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,1.386294361,1
"278",524,1,1,14,5,5,1,1,2,2,4,5,2,5,4,4,3,3,4,1,"Urban",732402,0,0,1,0,1,0,1,0,0,1,0,0,4,0,4,1.609437912,2
"279",526,1,1,14,5,4,1,1,4,4,5,5,2,5,5,2,3,1,4,1,"Suburban",576102,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"280",529,1,1,14,5,4,1,3,2,2,5,4,4,4,3,2,4,2,4,1,"Urban",596403,0,0,1,0,0,1,0,0,0,1,0,1,4,0,4,1.609437912,3
"281",531,1,1,14,5,3,1,3,2,3,5,4,3,4,4,3,4,1,4,2,"Suburban",437802,0,0,1,0,0,0,1,0,0,1,0,1,4,0,4,1.609437912,1
"282",532,1,1,14,5,3,1,3,3,3,5,5,3,4,5,4,4,3,4,2,"Rural",302702,0,1,1,0,0,0,1,0,0,1,0,1,5,0,5,1.791759469,1
"283",533,1,1,14,5,5,1,3,4,1,5,5,4,4,5,2,4,3,4,2,"Rural",426103,0,1,1,0,0,0,1,1,0,1,0,0,5,0,5,1.791759469,1
"284",536,1,1,14,5,5,1,5,2,2,4,4,4,4,4,2,2,1,2,1,"Rural",490903,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,2
"285",537,1,1,14,5,4,1,5,2,2,4,5,3,5,5,1,2,1,4,1,"Suburban",713302,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"286",538,1,1,14,5,4,1,5,2,3,4,4,3,4,4,3,4,2,4,1,"Suburban",294702,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"287",541,1,1,14,5,3,2,1,2,2,5,4,2,5,5,4,4,2,4,1,"Urban",558903,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"288",543,1,1,14,5,5,2,1,2,2,5,5,2,5,5,2,1,1,4,1,"Urban",725304,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"289",545,1,1,14,5,3,2,1,4,2,5,4,3,3,4,4,3,3,4,2,"Urban",668202,1.098612289,1,1,0,0,0,0,1,0,1,0,1,5,0,5,1.791759469,1
"290",548,1,1,14,5,5,2,3,2,1,4,4,3,4,5,2,4,2,4,1,"Urban",84103,1.098612289,1,1,0,0,0,1,1,0,0,0,1,5,1,6,1.945910149,1
"291",549,1,1,14,5,4,2,3,2,2,4,4,2,4,4,3,3,3,4,1,"Suburban",376802,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1
"292",551,1,1,14,5,4,2,3,2,2,4,5,2,4,4,3,2,2,4,1,"Urban",568803,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"293",552,1,1,14,5,4,2,3,2,2,5,5,2,4,5,4,3,3,4,1,"Urban",668203,1.098612289,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"294",553,1,1,14,5,4,2,3,2,3,4,4,2,3,4,4,1,3,3,3,"Suburban",521003,1.098612289,0,1,0,1,0,1,1,0,1,0,0,5,1,6,1.945910149,1
"295",554,1,1,14,5,4,2,3,4,2,5,3,3,3,3,4,3,2,4,1,"Suburban",99304,0,1,1,0,0,0,1,1,0,0,0,1,5,0,5,1.791759469,1
"296",555,1,1,14,5,3,2,3,4,2,5,4,3,3,4,2,2,2,2,2,"Urban",675503,4.762173935,1,1,0,0,0,1,1,0,1,0,1,6,1,7,2.079441542,1
"297",556,1,1,14,5,4,2,3,4,2,5,5,2,4,5,1,3,3,4,2,"Urban",656002,0,1,1,0,0,0,1,1,0,1,1,1,7,0,7,2.079441542,1
"298",558,1,1,14,5,4,2,5,1,1,5,5,2,5,5,4,4,1,4,1,"Urban",702002,0,0,1,0,1,1,0,1,0,0,0,0,4,0,4,1.609437912,1
"299",559,1,1,14,5,3,2,5,2,1,5,5,4,3,5,4,4,3,4,1,"Suburban",151702,3.526360525,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1
"300",560,1,1,14,5,4,2,5,2,2,4,4,2,4,4,2,4,2,4,2,"Suburban",556902,0,1,1,0,0,0,1,1,0,0,0,0,4,0,4,1.609437912,1
"301",563,1,1,14,5,5,2,5,4,2,4,4,4,4,4,4,4,2,4,1,"Rural",419902,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2
"302",564,1,1,14,5,5,2,5,4,2,5,5,2,5,5,3,2,3,4,1,"Rural",58302,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2
