"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
NA,14,NA,14,NA,14,14,NA,14,14,14,NA,NA,14,NA,NA,NA,14,14,14,NA,NA,NA,14,14,NA,NA,14,NA,14,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,14,NA,NA,14,14,NA,NA,NA,14,NA,NA,14,14,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,14,NA,NA,14,NA,14,14,14,NA,NA,14,14,14,NA,14,NA,14,NA,NA,14,NA,NA,14,NA,NA,NA,14
NA,14,NA,NA,14,NA,14,14,14,14,NA,NA,NA,14,14,14,NA,NA,NA,14,NA,14,NA,14,14,14,NA,14,NA,NA,14,NA,14,NA,14,NA,NA,NA,NA,14,NA,14,14,14,14,NA,14,14,NA,NA,14,NA,NA,14,14,NA,NA,NA,NA,14,14,14,14,NA,NA,NA,NA,14,NA,NA,14,14,14,14,14,14,NA,NA,NA,14,NA,14,NA,NA,14,NA,NA,NA,NA,14,14,NA,NA,NA,NA,14,14,NA,14,NA
NA,14,NA,NA,14,NA,14,14,14,14,14,NA,14,14,14,NA,NA,14,14,NA,NA,14,14,NA,NA,NA,NA,14,NA,14,14,14,NA,NA,14,NA,14,14,NA,14,NA,NA,14,NA,NA,NA,14,14,14,NA,14,14,NA,14,NA,14,14,NA,14,NA,NA,14,14,14,NA,NA,14,NA,14,14,NA,NA,14,NA,NA,14,14,NA,14,NA,NA,NA,NA,NA,14,NA,NA,14,14,NA,14,14,14,NA,NA,14,NA,NA,NA,NA
14,14,14,NA,NA,14,14,14,14,NA,NA,14,NA,14,14,14,14,NA,NA,14,NA,14,14,14,NA,NA,14,14,14,14,14,14,14,NA,14,14,NA,14,14,NA,14,14,NA,14,14,14,14,NA,NA,14,NA,14,NA,NA,14,NA,14,NA,NA,14,14,14,14,14,14,14,NA,14,14,14,14,NA,14,14,14,NA,NA,14,NA,NA,NA,NA,NA,14,14,14,14,NA,NA,14,14,NA,NA,14,14,14,14,14,NA,14
14,NA,14,NA,NA,NA,14,NA,14,14,14,14,NA,NA,14,14,14,14,14,14,14,NA,14,NA,NA,NA,14,NA,14,14,14,NA,NA,14,14,NA,NA,14,14,14,NA,14,NA,14,14,14,NA,NA,14,NA,NA,NA,NA,14,14,14,NA,14,14,NA,NA,14,NA,14,NA,14,14,14,NA,14,14,NA,14,NA,NA,NA,NA,14,14,14,14,NA,14,NA,14,14,NA,NA,14,14,14,14,14,14,NA,14,NA,14,14,14
NA,14,NA,14,14,NA,NA,NA,14,14,14,NA,14,NA,14,14,14,14,14,14,14,14,NA,NA,NA,NA,NA,14,NA,14,14,14,14,NA,14,NA,14,14,14,NA,NA,14,NA,NA,14,NA,NA,NA,NA,14,14,14,NA,NA,NA,14,14,14,NA,14,14,14,NA,14,NA,14,14,14,14,14,14,NA,NA,14,14,NA,NA,NA,NA,14,14,14,NA,14,14,NA,14,14,14,NA,14,14,NA,NA,14,NA,NA,14,14,14
NA,NA,NA,14,NA,14,NA,NA,14,NA,NA,14,NA,14,14,NA,14,NA,NA,14,NA,14,NA,14,NA,NA,14,NA,NA,NA,NA,14,14,NA,NA,14,NA,NA,NA,NA,14,NA,14,NA,14,14,14,14,14,14,NA,14,14,14,14,14,14,14,14,14,NA,NA,14,NA,NA,14,14,NA,14,NA,NA,14,NA,14,NA,14,NA,NA,NA,14,14,14,NA,14,NA,NA,14,NA,NA,NA,14,NA,NA,14,14,14,14,14,14,NA
14,NA,NA,14,14,14,NA,14,NA,NA,NA,14,NA,NA,NA,NA,14,14,14,NA,14,NA,NA,NA,14,14,NA,NA,NA,14,NA,14,NA,NA,NA,NA,14,NA,14,NA,14,NA,14,14,NA,NA,14,14,14,14,14,NA,14,NA,NA,14,14,NA,14,14,14,NA,NA,14,14,14,NA,14,14,NA,NA,14,NA,NA,NA,NA,14,14,14,14,NA,NA,14,14,14,14,NA,NA,14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,14,NA,14,NA,NA,14,14,14,NA,NA,14,NA,14,NA,NA,NA,14,14,14,14,14,NA,14,NA,14,NA,14,NA,14,14,14,14,14,NA,14,14,14,14,14,NA,NA,14,NA,14,NA,14,14,14,NA,14,NA,NA,14,NA,NA,14,14,14,NA,14,NA,NA,NA,14,14,14,NA,NA,14,14,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,14,NA,14,NA,14,NA,14,14
14,14,NA,NA,14,14,14,14,NA,NA,14,NA,NA,14,14,NA,NA,14,14,NA,14,14,14,NA,14,NA,14,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,14,NA,14,NA,14,14,NA,14,14,14,14,14,14,14,14,NA,14,14,NA,NA,NA,NA,14,NA,14,14,NA,NA,NA,14,NA,NA,14,14,14,14,NA,14,14,NA,14,14,NA,NA,NA,14,NA,NA,14,NA,14,14,NA,14,14,NA,NA,NA
NA,14,NA,14,14,NA,NA,14,14,14,NA,NA,14,14,14,NA,NA,14,NA,NA,14,NA,NA,NA,14,NA,14,14,NA,NA,14,NA,14,14,NA,NA,NA,14,NA,14,NA,14,14,14,14,14,NA,14,NA,NA,NA,NA,14,NA,14,NA,NA,14,14,14,NA,14,NA,14,14,14,14,NA,14,14,14,NA,NA,14,14,NA,14,NA,NA,14,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,14,14
NA,14,NA,NA,14,NA,NA,14,14,14,14,NA,14,NA,14,NA,NA,14,NA,NA,14,14,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,14,14,14,14,NA,14,NA,14,14,NA,14,NA,NA,NA,NA,NA,14,14,NA,14,14,14,NA,NA,NA,14,NA,14,14,NA,14,NA,NA,NA,NA,NA,14,NA,14,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,NA,14,NA,NA,NA,14,14,NA,14,14,NA,14,14,14,14,14,14
14,NA,14,14,14,NA,14,14,14,NA,14,14,14,14,NA,NA,14,14,NA,14,14,NA,NA,14,14,14,NA,14,14,NA,NA,NA,NA,NA,14,NA,14,14,14,NA,14,NA,14,NA,NA,NA,14,NA,14,14,NA,14,NA,14,NA,14,14,14,NA,14,NA,14,NA,NA,NA,NA,14,NA,14,NA,14,14,14,NA,14,14,14,14,14,NA,NA,NA,14,14,14,NA,14,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,14
NA,14,14,14,NA,14,14,14,14,NA,NA,NA,14,14,NA,NA,14,14,14,NA,14,NA,NA,NA,14,14,NA,14,NA,NA,NA,14,NA,NA,NA,14,NA,14,NA,NA,NA,14,14,14,14,14,14,14,14,NA,14,NA,14,NA,14,NA,14,NA,14,14,NA,14,NA,14,NA,14,14,14,NA,NA,14,14,14,NA,14,14,14,14,NA,14,NA,14,NA,14,NA,NA,14,14,14,NA,NA,NA,14,14,NA,NA,14,NA,14,NA
14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,NA,NA,14,NA,14,NA,NA,NA,14,NA,NA,14,NA,14,14,14,14,NA,14,14,NA,NA,NA,NA,NA,14,NA,NA,NA,14,14,14,14,NA,NA,NA,NA,NA,14,14,14,NA,14,14,14,14,14,14,NA,14,NA,NA,NA,NA,14,14,NA,NA,14,14,NA,NA,NA,14,14,14,NA,14,NA,NA,NA,14,NA,NA,14,14,14,NA,NA,14,NA,14,NA,14,NA,14
NA,NA,14,NA,14,NA,14,14,NA,14,NA,14,NA,14,NA,NA,14,NA,NA,NA,NA,14,14,14,14,NA,14,NA,14,NA,NA,NA,NA,14,NA,NA,NA,14,NA,NA,NA,NA,14,14,NA,NA,NA,NA,14,14,14,14,NA,14,NA,14,14,NA,NA,NA,NA,14,NA,14,14,14,14,NA,14,NA,NA,NA,NA,NA,NA,14,NA,14,14,14,NA,14,NA,14,14,14,NA,14,14,NA,14,NA,NA,14,NA,14,14,14,14,NA
14,14,NA,NA,14,14,14,14,NA,NA,14,NA,14,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,14,NA,NA,14,14,NA,NA,14,NA,NA,NA,14,NA,14,14,NA,14,14,14,NA,14,14,14,14,14,NA,NA,14,14,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,14,NA,14,14,NA,NA,14,NA,NA,14,14,14,NA,14,14,14,NA,14,14,NA,14,14,14,NA,NA,14,NA,14,NA,NA,14,14
NA,14,14,14,NA,NA,NA,NA,14,14,NA,14,14,14,14,NA,14,14,NA,NA,14,NA,NA,14,NA,14,14,NA,NA,NA,NA,NA,NA,14,14,NA,14,14,NA,14,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,14,NA,NA,NA,NA,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,NA,NA,14,NA,NA,14,14,NA,14,NA,14,14,14,14,14,NA,14,NA,14,14,NA,14,NA,NA,NA,14,14,NA
NA,NA,14,NA,NA,14,14,NA,NA,14,14,14,14,14,14,14,NA,14,14,14,NA,14,NA,14,14,14,14,14,NA,NA,14,14,NA,14,NA,14,14,14,NA,14,NA,NA,14,NA,14,14,14,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,14,14,NA,14,14,14,NA,14,NA,NA,14,14,14,14,NA,14,14,NA,NA,14,NA,14,14,NA,NA,NA,NA,14,14,14,14,14,NA,NA,14,NA
14,NA,14,14,NA,NA,NA,14,NA,14,NA,NA,14,14,14,14,14,14,NA,NA,NA,NA,14,14,14,14,14,NA,NA,NA,NA,14,NA,NA,NA,14,NA,14,NA,14,NA,NA,14,NA,14,14,NA,14,NA,14,14,NA,NA,NA,NA,14,NA,14,14,14,NA,14,14,14,NA,14,NA,NA,NA,NA,14,14,14,NA,14,14,14,NA,NA,NA,NA,14,NA,14,14,NA,14,NA,14,NA,NA,14,14,NA,NA,NA,14,NA,NA,NA
14,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,NA,14,NA,14,14,NA,14,NA,NA,14,NA,NA,14,NA,14,14,NA,NA,14,NA,14,14,NA,14,NA,14,14,14,NA,14,NA,NA,NA,14,NA,NA,NA,14,14,NA,NA,NA,14,NA,14,14,NA,NA,14,NA,14,14,NA,14,14,NA,14,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,14,14,14,NA,14,14,14,14,NA,NA,14,NA,NA,14,NA,NA,NA,NA,NA,14,14
14,14,14,NA,14,14,NA,14,NA,NA,14,NA,NA,14,14,14,NA,14,NA,NA,NA,NA,NA,NA,14,NA,14,14,14,14,NA,NA,14,14,14,NA,14,NA,NA,NA,NA,NA,NA,14,14,NA,14,14,NA,14,NA,NA,14,14,14,NA,14,NA,14,NA,NA,NA,14,14,14,14,14,NA,NA,14,NA,14,14,NA,14,14,NA,14,NA,NA,14,14,14,NA,NA,14,14,14,NA,14,NA,14,14,NA,14,14,14,14,NA,14
NA,14,14,14,NA,NA,14,NA,NA,14,NA,14,NA,NA,14,NA,14,NA,14,14,14,NA,NA,NA,NA,NA,14,14,14,NA,14,14,NA,NA,14,14,NA,14,NA,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,14,14,NA,NA,NA,NA,14,14,14,14,NA,14,NA,NA,NA,NA,NA,NA,14,NA,NA,14,NA,14,NA,14,14,14,14,NA,NA,14,NA,NA,14,14,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14
14,14,NA,NA,NA,14,NA,NA,14,NA,14,NA,NA,NA,NA,14,NA,NA,NA,14,14,NA,14,14,NA,14,NA,NA,NA,NA,NA,14,NA,NA,14,NA,14,14,14,14,14,14,14,14,14,14,14,14,NA,14,14,14,14,14,NA,14,14,NA,NA,14,NA,14,14,14,NA,NA,NA,14,14,14,14,14,14,14,NA,14,14,NA,14,NA,NA,NA,14,14,14,NA,14,NA,14,NA,14,NA,14,14,14,14,14,14,NA,14
14,NA,NA,NA,14,NA,14,NA,14,NA,14,14,14,NA,NA,14,14,14,NA,NA,NA,14,NA,14,NA,14,14,NA,14,14,NA,NA,14,14,14,NA,NA,14,14,NA,14,14,14,NA,14,NA,NA,14,NA,NA,14,NA,NA,14,NA,NA,NA,NA,NA,NA,14,14,NA,14,14,14,NA,14,14,NA,NA,NA,14,NA,14,14,14,NA,NA,14,14,14,NA,14,NA,NA,NA,14,14,NA,NA,NA,14,14,14,NA,NA,14,14,14
NA,14,NA,NA,NA,NA,14,NA,14,14,14,NA,NA,NA,14,NA,NA,14,NA,NA,NA,14,14,NA,NA,NA,NA,14,14,14,14,NA,14,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,14,NA,NA,NA,14,14,14,14,14,14,NA,NA,14,14,NA,14,NA,NA,14,14,14,NA,14,NA,14,NA,14,14,14,NA,14,NA,NA,14,14,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,14,14,14,14,NA,NA,NA,14,14
NA,NA,NA,NA,14,NA,NA,NA,14,NA,NA,14,14,NA,NA,14,NA,14,14,NA,14,NA,14,NA,14,14,NA,NA,NA,14,NA,14,NA,14,14,14,14,NA,14,NA,14,NA,NA,14,NA,14,14,NA,14,NA,NA,14,NA,NA,NA,14,14,NA,NA,14,14,14,14,14,NA,NA,NA,14,14,14,NA,14,NA,NA,NA,NA,14,NA,NA,NA,14,14,NA,14,14,14,14,14,NA,NA,14,14,14,NA,14,14,NA,14,14,14
14,NA,14,NA,14,NA,14,14,NA,NA,14,NA,14,NA,NA,14,NA,NA,14,NA,NA,NA,NA,NA,14,NA,NA,NA,14,14,NA,14,NA,14,14,NA,14,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,14,14,NA,14,14,NA,NA,NA,NA,14,14,14,14,14,14,14,14,NA,14,14,14,14,14,14,NA,14,NA,14,NA,14,14,NA,14,14,14,NA,NA,14,14,14,NA,NA,NA,NA,14,14,14,NA,NA,14,14,NA
NA,14,NA,14,14,14,NA,NA,14,14,14,NA,NA,NA,14,14,14,14,14,NA,NA,NA,14,14,NA,14,14,NA,14,NA,14,NA,NA,NA,14,14,14,NA,14,NA,NA,NA,14,NA,14,NA,NA,NA,14,NA,14,14,14,NA,NA,NA,14,14,14,14,14,NA,14,NA,14,14,NA,14,14,14,14,NA,14,NA,14,NA,NA,14,NA,14,14,NA,NA,NA,14,14,NA,14,14,14,14,NA,14,NA,14,NA,14,NA,NA,14
NA,14,NA,NA,NA,14,NA,NA,14,14,NA,14,14,14,14,NA,NA,NA,NA,14,14,NA,NA,NA,14,14,NA,14,14,14,NA,NA,14,14,NA,14,NA,NA,NA,NA,NA,NA,14,NA,14,14,NA,14,14,14,14,NA,14,14,14,14,NA,14,NA,14,14,NA,14,NA,14,14,NA,14,NA,14,14,NA,NA,NA,14,NA,14,NA,NA,NA,14,14,NA,NA,14,NA,NA,NA,NA,NA,14,14,NA,NA,NA,14,14,14,NA,14
14,14,14,NA,14,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,14,NA,14,NA,14,NA,NA,NA,NA,14,NA,NA,14,14,NA,14,14,NA,14,14,NA,NA,14,NA,NA,NA,NA,NA,NA,14,NA,14,NA,NA,14,NA,14,14,NA,14,14,14,NA,NA,NA,NA,NA,14,14,NA,14,NA,NA,NA,14,14,14,NA,NA,14,14,NA,NA,14,NA,NA,NA,14,NA,NA,NA,14,14,NA,14,14,14,NA,14,14,14,NA,NA
NA,14,14,14,NA,NA,NA,14,NA,14,NA,NA,14,14,NA,NA,14,NA,14,NA,NA,NA,14,14,14,14,14,NA,NA,14,NA,NA,14,NA,NA,NA,NA,14,14,NA,NA,14,14,14,14,NA,NA,14,NA,14,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,14,NA,NA,14,14,NA,14,14,14,14,NA,14,NA,NA,14,14,NA,14,14,14,14,NA,14,14,14,NA,14,14,NA,14,14,14,NA,NA,NA
NA,14,NA,NA,14,NA,NA,NA,NA,NA,14,NA,NA,14,14,14,NA,NA,14,14,14,14,NA,NA,14,14,NA,14,NA,NA,NA,14,NA,14,NA,NA,NA,14,NA,NA,NA,NA,14,NA,NA,NA,NA,14,14,NA,14,NA,NA,NA,14,14,NA,NA,14,NA,NA,14,NA,14,NA,NA,14,14,NA,NA,NA,NA,NA,14,NA,14,NA,NA,NA,14,14,14,14,NA,NA,14,NA,NA,14,NA,14,NA,14,14,NA,14,14,14,NA,14
14,NA,NA,NA,14,NA,NA,14,NA,NA,14,NA,14,NA,NA,NA,NA,14,14,NA,14,14,14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,NA,NA,14,14,14,NA,14,14,NA,14,NA,14,NA,NA,14,14,14,NA,14,NA,14,14,NA,14,NA,NA,NA,14,NA,14,NA,14,14,NA,NA,14,NA,14,14,14,NA,NA,14,NA,NA,NA,14,NA,NA,NA,14,NA,NA,NA,14,NA,14,14,NA,NA,14,NA,14,14
NA,14,14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,NA,14,NA,14,14,14,14,14,NA,NA,14,14,14,NA,14,NA,NA,14,NA,14,14,14,NA,14,14,14,NA,NA,NA,NA,NA,NA,14,NA,14,NA,14,14,14,NA,NA,NA,14,NA,NA,NA,14,14,NA,14,NA,NA,14,14,NA,NA,NA,NA,NA,NA,14,NA,14,NA,NA,NA,NA,14,14,NA,NA,NA,NA,14,NA,14,14,NA,14,14,14,NA,14,NA
NA,14,NA,NA,NA,NA,14,14,NA,NA,14,14,14,14,NA,14,14,NA,NA,14,14,NA,NA,NA,14,NA,14,NA,14,14,14,NA,14,14,NA,NA,14,NA,14,14,NA,NA,14,14,NA,14,NA,NA,NA,14,NA,NA,14,14,NA,14,14,NA,14,14,14,14,NA,14,14,14,14,14,NA,14,NA,NA,14,NA,14,NA,NA,14,14,14,NA,NA,14,NA,NA,NA,NA,NA,NA,14,NA,14,NA,14,NA,14,14,NA,14,NA
14,NA,NA,14,NA,NA,14,NA,14,14,NA,NA,NA,14,14,NA,14,14,NA,14,14,NA,NA,NA,14,NA,NA,14,14,14,14,14,NA,NA,NA,NA,14,14,NA,14,14,14,NA,NA,NA,NA,NA,14,NA,NA,NA,14,NA,14,NA,NA,14,14,NA,14,14,14,NA,NA,14,NA,14,NA,NA,14,NA,NA,NA,14,NA,NA,14,14,NA,NA,14,14,14,14,NA,14,14,14,14,14,14,14,14,14,14,14,14,NA,NA,14
NA,NA,NA,NA,14,NA,NA,14,NA,NA,14,NA,14,14,14,NA,14,NA,NA,NA,NA,14,14,14,NA,14,14,NA,NA,NA,14,NA,14,14,NA,14,14,NA,NA,14,NA,14,NA,14,NA,NA,NA,14,NA,14,NA,NA,NA,NA,NA,NA,NA,14,14,NA,NA,14,NA,14,NA,NA,NA,NA,14,NA,14,NA,14,14,14,NA,14,NA,14,14,14,NA,14,14,14,NA,NA,14,NA,14,14,14,NA,NA,14,NA,NA,NA,NA,14
NA,14,NA,NA,NA,14,NA,NA,14,NA,NA,NA,NA,14,14,14,14,14,14,NA,NA,14,14,NA,14,14,NA,14,14,NA,NA,NA,NA,NA,NA,NA,14,14,NA,14,14,14,14,14,NA,NA,NA,14,14,14,NA,NA,NA,NA,NA,14,14,14,14,NA,14,NA,14,NA,14,NA,14,14,NA,NA,NA,14,NA,NA,NA,NA,NA,14,14,NA,NA,NA,14,14,NA,14,14,14,NA,NA,NA,14,14,NA,14,NA,NA,NA,NA,NA
14,14,14,NA,14,14,14,NA,NA,14,NA,NA,14,14,NA,14,NA,14,14,14,NA,NA,NA,14,14,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,14,NA,14,14,NA,14,NA,NA,14,NA,NA,14,NA,14,14,14,NA,NA,14,14,14,14,NA,14,14,14,14,14,14,NA,14,14,NA,NA,NA,NA,NA,14,NA,NA,NA,14,14,14,14,14,NA,14,NA,14,14,NA,14,NA,NA,NA,14,14,14
14,14,14,NA,NA,14,14,NA,14,14,NA,14,14,NA,NA,NA,14,14,NA,NA,NA,14,14,NA,14,14,14,NA,14,NA,NA,NA,14,NA,14,14,NA,14,NA,14,NA,NA,14,14,14,14,NA,NA,NA,14,NA,NA,14,NA,NA,14,NA,NA,14,NA,14,14,NA,14,14,14,NA,NA,14,14,NA,14,14,NA,14,14,NA,14,14,14,14,NA,NA,NA,NA,14,14,14,NA,NA,NA,NA,14,14,NA,14,NA,14,NA,NA
14,NA,NA,NA,NA,NA,14,NA,14,NA,NA,NA,14,14,14,NA,14,14,NA,14,14,14,NA,NA,14,14,14,14,NA,14,NA,14,14,NA,14,NA,14,NA,14,NA,NA,14,NA,14,NA,NA,NA,14,14,NA,14,NA,14,NA,NA,14,14,14,14,NA,NA,14,NA,14,NA,14,14,NA,14,NA,14,14,14,14,NA,NA,NA,14,14,14,14,NA,14,NA,14,14,14,NA,14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,14
14,14,14,14,14,NA,14,14,14,NA,14,NA,NA,14,NA,14,NA,NA,14,NA,NA,14,NA,NA,14,14,14,NA,NA,14,14,NA,14,NA,14,NA,NA,14,14,14,14,14,NA,14,14,NA,14,14,NA,14,14,14,NA,NA,14,14,NA,NA,NA,14,14,NA,14,NA,NA,14,NA,NA,NA,14,14,14,NA,NA,NA,14,14,14,NA,14,14,14,NA,NA,NA,14,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,14,14
14,14,14,NA,NA,14,NA,14,14,14,14,14,14,NA,NA,14,NA,NA,NA,NA,NA,14,14,14,14,NA,NA,14,14,14,NA,14,14,NA,14,NA,14,NA,NA,14,NA,14,14,14,14,NA,14,14,NA,NA,14,14,14,14,NA,NA,NA,NA,NA,14,NA,14,14,NA,NA,NA,NA,NA,14,NA,14,NA,NA,14,NA,14,14,14,NA,NA,NA,14,NA,14,NA,NA,14,14,14,NA,NA,NA,14,NA,NA,NA,14,14,14,14
14,14,14,14,14,14,14,NA,NA,14,NA,NA,14,NA,14,14,NA,NA,NA,14,14,NA,NA,NA,14,NA,14,14,14,14,NA,14,NA,14,14,14,14,14,NA,NA,NA,14,14,NA,NA,NA,14,NA,14,NA,14,14,NA,NA,NA,14,14,14,NA,NA,NA,NA,14,NA,14,14,NA,14,14,14,NA,NA,NA,14,NA,14,NA,14,14,NA,14,14,14,14,14,NA,NA,14,14,14,NA,NA,14,NA,NA,14,NA,NA,NA,14
14,NA,14,NA,NA,14,NA,NA,NA,14,14,NA,14,NA,NA,14,NA,NA,NA,14,NA,14,NA,NA,14,NA,NA,14,NA,14,NA,NA,NA,14,14,NA,NA,NA,14,NA,14,NA,14,14,14,14,14,NA,14,NA,NA,14,14,14,NA,14,14,14,NA,14,14,14,14,14,NA,NA,14,14,NA,14,14,14,NA,NA,NA,14,NA,14,14,14,NA,NA,NA,14,14,NA,14,NA,14,14,14,14,NA,14,14,14,NA,NA,14,14
14,NA,14,NA,14,NA,14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,14,14,14,14,14,14,14,14,NA,NA,NA,14,NA,NA,14,NA,NA,14,NA,14,NA,14,NA,NA,14,NA,14,14,NA,NA,NA,14,14,NA,NA,14,14,NA,NA,14,NA,NA,14,14,14,NA,14,14,14,NA,NA,NA,14,NA,14,14,14,14,14,14,14,14,14,14,NA,NA,NA,NA,14,14,NA,NA,14,NA,14,14,14
NA,14,NA,NA,14,NA,14,14,14,14,NA,NA,14,NA,14,NA,NA,NA,14,14,14,NA,NA,NA,14,14,NA,14,14,NA,NA,14,NA,14,NA,14,NA,14,14,NA,NA,14,14,14,14,14,14,14,14,NA,NA,NA,14,NA,14,NA,NA,14,NA,NA,14,NA,NA,14,14,NA,14,NA,14,NA,14,NA,NA,14,NA,14,14,NA,14,14,14,14,NA,NA,14,NA,14,14,NA,14,14,NA,14,14,NA,14,NA,14,NA,14
NA,14,NA,NA,NA,NA,NA,14,14,14,14,NA,NA,14,14,NA,NA,NA,NA,NA,14,NA,14,14,NA,14,NA,14,14,14,NA,NA,14,14,14,14,14,NA,14,14,14,NA,14,NA,14,NA,NA,14,14,NA,14,NA,14,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,14,NA,14,14,NA,14,NA,NA,NA,NA,14,14,NA,NA,14,NA,NA,NA,NA,NA,NA,14,14,NA,14,14,NA,NA,14,NA,NA,NA,NA,14,14,NA
14,14,14,14,NA,14,NA,14,14,NA,NA,14,14,NA,NA,NA,14,NA,14,14,NA,NA,NA,14,NA,14,NA,14,14,14,14,14,14,14,NA,14,NA,NA,14,14,14,14,NA,NA,14,14,14,NA,14,NA,NA,14,NA,14,NA,14,14,NA,NA,NA,14,14,14,NA,NA,NA,14,14,NA,14,14,NA,NA,14,14,NA,NA,NA,14,14,NA,14,14,NA,NA,14,14,NA,14,14,NA,14,14,NA,14,14,NA,14,NA,14
NA,14,NA,NA,14,NA,14,14,NA,NA,14,NA,NA,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,14,14,NA,14,NA,14,14,14,NA,NA,14,14,14,14,NA,NA,14,NA,14,14,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,14,NA,NA,14,NA,14,NA,14,NA,NA,14,14,NA,14,NA,14,NA,NA,14,NA,NA,14,NA,14,14,NA,14,NA,14,14,14,NA,14,NA,14,14,14,14,14,NA,14,14,NA,NA,14
14,NA,NA,14,14,14,NA,14,14,14,NA,NA,14,14,14,NA,NA,14,NA,NA,14,14,NA,14,NA,14,14,NA,14,14,14,NA,14,14,14,14,NA,NA,NA,14,NA,14,NA,NA,14,NA,14,NA,NA,14,14,NA,14,NA,NA,14,NA,14,14,NA,14,14,NA,NA,NA,NA,NA,14,NA,14,NA,NA,14,NA,14,NA,14,14,NA,14,NA,14,NA,NA,NA,14,NA,NA,14,NA,NA,NA,NA,14,14,14,14,14,14,NA
14,NA,NA,14,NA,14,14,NA,14,14,14,NA,14,14,NA,NA,NA,14,NA,14,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,14,14,NA,NA,NA,14,14,NA,14,14,NA,14,NA,NA,NA,NA,NA,14,14,14,NA,NA,14,14,NA,NA,NA,NA,NA,14,NA,14,NA,14,NA,14,NA,14,14,14,14,14,14,NA,14,14,NA,NA,NA,14,NA,NA,NA,14,14,NA,14,NA,14,14,14,NA,NA,14,NA,14,14
NA,14,14,NA,14,NA,NA,NA,NA,14,NA,NA,14,NA,14,14,14,14,NA,14,NA,NA,NA,14,NA,14,14,14,NA,NA,14,NA,14,NA,NA,NA,14,14,NA,14,14,14,14,NA,14,NA,14,NA,14,14,NA,NA,NA,14,NA,NA,14,14,NA,NA,NA,14,14,NA,NA,14,NA,14,14,NA,14,14,14,NA,14,14,14,NA,NA,14,14,14,14,14,NA,NA,14,14,14,14,14,NA,NA,14,14,NA,14,14,14,14
NA,14,NA,NA,NA,14,14,14,NA,NA,NA,14,NA,14,NA,NA,NA,14,NA,NA,14,14,NA,NA,NA,NA,NA,14,14,14,14,NA,14,NA,NA,NA,14,NA,NA,14,NA,14,NA,NA,14,NA,14,NA,NA,14,14,14,14,14,NA,NA,NA,NA,NA,14,14,NA,NA,NA,14,NA,14,14,NA,14,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,14,14,14,NA,14,14,14,14,14,NA,NA,14,NA,14,14,14,NA,14,14
